record_id,产品品名,产地（国家）,产地（市）,产地（省）,单混,品名,品类一级,品类二级,商品链接,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,编号,规格,采集平台,采集时间,优惠到手价,口味,委托方,生产商,背面图片,外包装图片,箱规,赠品图片,备注
recVbwpGps,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=683333605940&pisk=gvDZr6gbYdpZo6Mwok2V8w9xUi2TyRYWSxabmmm0fP4ghCQV3m4EGhU_lXk480xT5IdtuXumJ5aGCR_m8qgQSAa_IrSql2BslfigotujcAgjjPa0iymmCqovXo4moqzj1B9SXceYnU_2FLiTjKflDVzgjWx0moBMA5fCX-xTnUTW36s36FwmlrsXg6f32yqGI5VDYyq84-q0iPxU-orRiN00nH-U2o_0mrXc-6q8m-fcnP43-oq7o1fgoDxUDy40n-cl5cmcLuNMDpHEIofc_PzojyWcUgEbsL0VGsfmblVZnjzUOWMUb5zuix2uJA0ImAMT9BfUHDGruj0kR1aiauuUNf8PQ4uTmmrm7LIz-AoqL5hC2tmUgPlnIWScnJ2Qu7cq7F5TSfgUwkVh0LEIPymtIX-A-c077Rq3OLxrxScIB7H6-Oyowcwsi4YC1PczmguVkkDKTxhNosPgvkzWYH-jbOhLRoPqIsCYt8EUPhZ1MsFgvkzWYH5AMWq8Yzt_f&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=2232&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,MC-,MC,,,,24,image.png,20250711-245,42g,猫超,1752203606000,22.32,桃桃抹茶味+红豆抹茶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,42g*2,,
recbhJupF8,opt0ZoQ3UR,中国,上海,上海,混,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=683338305468&pisk=gWgQ1_AHv9XBLkBitpdN5Nl5ZX45HCuWuACSijeP8gUKCbHrnD7E9Q47ej2aYueyxYZSUAq-8ylECTHtiJdnaye7eRHoUB4UL_T7QbmetuJhNVG-Z7yLzpfnjxlA82-3zaa3rzp23E8VTX4uyNu_ngf3WSNY9UyLwPU3a6M7TZLqtX2lOTdqXE5SwHMd2ge-ePeTa7zRJWUJ1lF4wzQL2wIOBRV8yze821ETiWBd28UJ1GF3ZwQdyJhOWSVVezU-efd_ZAA5G7tQKXOUimbjPKX24R7RyVNQXhluBv5-WZ-UhXeAPawBtkev3R_RyVNIN2OTuZtzHm2U0-H97waS67M_0D9fRYG-i0EsP9dEHAnSe5mMFgwj2XomSk5Rvfg7do3LfUOqGyN-euiMhZPQ8cZjRDAlBXH4dmUnas9E1oi_m5EONMUE0juuD2LCnRr0NAZqAK_IHg8Ru-_MMg1_maN_3CO1qgcBdOu2QBaMTkFgOlR619nuv5V_3CO1qgqLsWww1C6Kq&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=2232&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_5.23505885Xs2brC,MC-,MC,,,,24,image.png,20250711-246,42g,猫超,1752203837000,22.32,茉莉绿茶味+桂花乌龙茶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,42g*2,,
recXFfv9CW,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=38045258965&pisk=gETnrabk7HSBDPJYpd7I0SMWnznTfW_51LUReaBrbOW1eXTKOT8MnL4LyQRpj_JJCbGCJQWkEdB_p9Ud8axlQLadLvTRrLAyLBIFpX_l4LJFYyBd2dAyUwSWvTBdEaAWnfHxkqdBOasEHx3ABT1vxw5FUz5EaO5PtfCUXUbzga_rHYqTzMgcPpWRmeCUb1W1Zy5F4LWN_66Nak7yUOSNgseFzaJrs15lT_zzzyrN__6a887PUPSNM6PU46Jy_ff5QTk1HzWDzFTZBRL4anY-M81CxtRFIrA6k6PFXq_UzwLdTMYy2OjOXFfhxtSyzZW68ddyJessblbW6nvk4KkTv9-cidjvxx4Hnp1yZ_JnlSXw-QYGAhFbzCjlKh8Fj7zP7NBl03vnKk6evdjf_GPol1pAQBTejbwwTKBh81StujAN4hLCceHa-Z-X9wKy3AEdLnfP4kra0pL4P1lJ7uZ5Y11GHl8d3b_CL0AssfqjAM519xhisuZ5Y11GHfcgcJsF16HA.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=63095284039&smCaptainPrice=695&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_3.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-261,42g,猫超,1752207143000,6.95,草莓香草味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
rectGnxavI,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=589720186332&pisk=goaIrtfhvpvBdhvgt9Cw5FPWZW0Sx8_VJQG8i7Lew23Lw4wYheodZMD-wAws2USn80g7BAzELWupe8NxI6mrJ9D8C8edtvkUzaa_w-1na94z5YF8avHPKzZMPSVu860Pt2Vnr4BV3Z87tW0kZPTDqyT9BjP9JenRbVIK-79A3Z741Mhnz5B4z4yoqjG2y4nKpVntIb9pp8nJW5HiZbpKweC_6AD9ybL-2fdtMj8-e8hp6NhxaYhpybHtBbMte438e5hzOIG5AvVCTjqDlz9c96HMyUUsOcIaZAHoj_o-AqVICtQa5KmIHWH6y9HJ1bkSIrBNf52bvJlgFZ6sko2_Pm35RKcQXSgtLqIXf2NaKrgLl9TE_VkZDun19wFsRvwbSmOJA2Z8Kzi3AQf062egmxmdjOc_8roSnc9Op5PspmZ7LOY-LoNTCmzwQEuYmRaSDqIyyEkXSsKW1mYS1x5113xuO99auO5IS6oKsXiN119LqDhi1x5113xovfcIQ116puf..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=5020161733422&smCaptainPrice=1116&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_1.23505885Xs2brC,MC-,MC,,,,12,image.png,20250711-262,48g,猫超,1752207322000,11.16,薰衣草蓝莓味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,,,
rec4Uf4jxm,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=914169099334&pisk=gpnorAZn04zSbahOwjrW7OOIsMLYMTZQhXIL9kFeuSPb9LiJFWomsXjRvvk-oJlKGp972vPntjFfw7I84k03gXs8aQiLxXDEaYUzwLZ38XlzzgF8JjDETuzIyWF8tkDIsKd9XhHSFkay6CKTMWwtrlszUW5Lg-yTx8WxxzBZFkZettIeWhDSNvPmWJyU3K2Ld8yETz5V3SwdzWlUar54IRZUTXlU3ry7pM5F4Jyq3SwuUMzzLnk4e8jP4WlE3K2QgWlrXMPiYmi2MsnNLVDRk3w7r5kziGDjX8WgyhZCYZm4ExqxU9sFYm2urmzGZ_1Yy2k_50HHxiZ-Iqr4KD9N-W4i80Eq4I-alyoqg-lJpwwm-vo_VzB1ffqotPozo9JnekVum-owpNNxm7hEqrJOjyEqXPrrkEO8Ju2iT0GlKMlZHAn7lDAGgWg8CoynAd73tySrTZ7ZwcSQ3pnVRwazh-VOu0FwduNy-x9DnNT7z-wJ6KvcRwazh-V9nKb1NzybeCC..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1116&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,MC-,MC,,,,12,image.png,20250711-266,42g,猫超,1752207876000,11.16,青柠鸭屎香味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC28wOLIAq,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=12404537824&pisk=gCLoyNbHu3SW51vTeK7Sb5MBIynvK7_CGpUdpwBE0tWfpbT-N98DIp48JBRJm6JphXG5yBWHKKBbeTURzwxh3paRUYTd-pAeUQIPeb_hYpJP4zBRvKAeLaSB29BRKwABIjHtWVdWNwsrBA3OH919qN1U4Myd3S51-_Pv-gFwNw_EKSUEXVAWFB5MA_5FgjfdO_5eLT5Vgt1L49JFUiyVs1_FLpJFgi559yyUz652gt1hTy7FLrWV__5U8p7EiIWfTbyg8OYelEkYHFPejUPxB_slQQW0SITOaROj5d4EHE5kiGRzOyzeo_jkuG2uF-IJYCs6yB03ladM0Z5HRfrhKGxeyZ8r3VSfYEJVgLhLAsxHTF_525a6IavhbUS0TXAR-TbcgFlLftLcep8l0fUGvZ8Oba-xcYIdr1vePLV38dRv6UsX-A2Vd3C1u6YI_kXhYgRU0lJJ7y1q9ErQAg5fiOE2yOlCPToHGjc0f0sPG_HtijqQAg5fiOhmilw54s1-B&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=52204835102&smCaptainPrice=695&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-271,48g,猫超,1752207982000,6.95,牛奶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC2NNeZvNB,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=38056201754&pisk=gsXoyuvh3_R7j3QtyZJ7_caCSvFYL09BcwHpJpLUgE8XJu68VeWcSwD-pMSRiH7dlkZWeM8h-ZLjyUHJUpfHuwMJzz6pKwjFzgdyyu9HTw7yaYLJ9ZjF8LRCweLJ-pjCSoUTBRI5VpOzWPe9ketOZdGrTQupuK-MK3oAKQnNVp9U-mHU6Rj5PM-gB3-e0oxpA3-F8BJ43EtKae7ezIu2jh9e8w7e0I-WvvuEUH-V0EtI8e-yYIS2vhGrLwJUmi8XYAwnLFXFhtzxkOoFsazuV3Ok7g8mIi6947WUCiDegttyZ9WyoIdAn3Ak7BWeQE6PkMWRFINqipsAswfF7rhJz1xGoCCuSYbGPHSHYa2sjEWlxtA5McMFmBYlgTRmYvJ2HeANta4oNU5RoCt2gD26DNLVVT50AqSPWUvy0IeajiRFMTO1erkkQ1sJe67akbLPsHSPTjlNyOkB0kBqOXOycnYtgTLaALTztiZ0mfNWant8WoqmOXOycnYTmocsPQ-X2PC..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=57796646225&smCaptainPrice=695&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_1.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-273,48g,猫超,1752208141000,6.95,榛仁巧克力味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC3bU16VE2,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=12404525697&pisk=gkgxykxVGLvDBfUHoEtlIsMwlOAlnVhqFxlCSR2cfYH-_AHmm-cfXPhsOlZm1R4tBAHTnl94oVH-OYW0hnlieRh_UqDM0r216x2Romx4jRCTEf70sragBsu-pNbD3nl1WP46KpYH-j507P9hrK2eqtP4sOTghR_7u5fxBSbB-jl4QsB6t0Th6ftsqis_CAa7F5Vg55ZfcQE7t5a1ll_fVTwz1Pa_Cl17VWPfhGw_5QU76Ww15SZ1PgN0TPwsCPO-NbykB81bINnHimKtVQ68N708MoeIwH7Vo_nRKXhbSNQTHrEAijwR5Ng-XX6sb-tFZRz03jNxQe74llnsozgXFFaIYY3TAyKMgoGt2AzmPCsbdmD0b4rRhiNLk-EIlY1FzbEs24UmldSEZbebvzmk4KqgkxnULotyUAh8nAgYVtpuIDcoluHBEaHaXcg0Pq9WJgPi-23KV92LsiOJwGSac7oW1Y4ldsOIK7eHMFINbuRzwJAJwGSac7P8KIdObGrya&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=51528263269&smCaptainPrice=695&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_2.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-274,48g,猫超,1752208233000,6.95,提拉米苏味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recKtDbVAs,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=589718066618&pisk=gxdU1Cx57XhEk4AEqNfzblGJgzfKw_-rcXA5raYJyzjht_1z4nTRKLMdAavwfGNSJ6MRa3Sw2M6CtWtzqGxPFMmdAhSyv3SQOQ9B_gxX4aOBNejlqUSOVBOyy77kr33dV2H6JeCRZmibajTpJzc8MzdPKO4GoFV3Z_D1svfpzomjGjTZKwCWSmO5NgshuZNlZ9jhsOjOPJ4HqTVMSGQRrkbutV8GXGVlr7XlSPbcl7jkqw4isZbzqgblrRfGJGjlZ_xkSbuy-UVNl90-6CRhrAasIiLhb7VktbB50bOdWHRwL9jcIOPlCC7FLiYHgc-ecNA6_t6_Pc1Mkdth7slUDwJMu6bywq2P4TRd_G-qi7Q9KHRGUCg-ie1FztflQzVk7ej1IBfmil79Ie9k9HzzZwdBGTSAQ4VRF1AfnKxUyqLGtaxRHQiY9MYkkIpfgXrA8dYV_gW42NA9QQpUq8WhWNSj7VuW8WpOfaWyt8eRIsQNc2_Qe8BhWNSj7Vy8eObA7igCR&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=5020161809927&smCaptainPrice=1116&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_4.23505885Xs2brC,MC-,MC,,,,12,image.png,20250711-280,48g,猫超,1752208501000,11.16,玫瑰树莓味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,,,
recuQC55gOcTCC,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=12472943335&pisk=gXJ-rCczVq0uf-BiEYG0-uTEFymcHjqy4iT7KJXhrjTAlHiyr07kHWLHYJfBqHsCpETn4axIzepdlh7urTGy9ELBYa9kKb8dRU8RN8mra6_pzZeuE6XWAwBynQ2hr4WpAFXKSVDiI3-Pa9giSZ0ljjX1x7N7-a6bc9jLmeCuC3-PLwZ0RfAX4kKE6MF5AwiAhMsdA9_5RxiAvGQCda1QlSs1lw6BRw1bcMI_RzsCRniAxM2QP6N5cZsCY76CdetjDMlry2QbVw2ps0A-9IGIcCR6HgCR5nhaU8mMePvpVOwLpaBVwux5kJwBHBK_RB7S_obFEa-52ekaUT1pOLXXFqMCCC8vp16tt05WvILFEKiQNNOkr6JVMzN5XTQR1LTbb--AOIpAELgU_nxAP1BDijultTLJ_N5Sgq8pDaYBesa-owAMmL1v5q2v86dBEt9SlAIyndv9BIaGWMVSDmFUT_s2GDTcnPZSfFjAS0HLTW5q0iQiDmFUT_sVDNm-vWPFgm5..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=52203027723&smCaptainPrice=712&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-284,48g,猫超,1752208684000,6.95,巧克力味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC67gYB2Js,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=632731944214&pisk=glD81uAPVEYk7ceMELOc-ggeFwx0WIjr4og5K923rIgYlDtrr3zoH63nY9VIqDZQpqgH4zmBz2HLlczlr8Or9q3IYzMoKQuLR4u8NTxyaWaKzrBlEW2SAyernbX3rUyKAV2pSFvMI0ozaJTMSrYujI2zvTaCFwVfhkyLViDLZGizLJTdm9OMB0urA1p8AkZXDkqUVkgQPt6bukf7R2a7GZZTbJaIR2ZbGurhdw67AoibulX7ATa7hKZafkZ7R2iXDkUbRAOkJrs7-9hMqbdKGsJr7VMY27UsDCWPE6HFSxiWx9BIHjUL5F4Ad9MY2DHJcRX9tPGar54slKX8pmZKk5cJWT3KAclQMvQWqVgj92ZqgeCLWXio_xPlA_ixpzFsFSppjce8A2NKgFBg28cY6YhyYZiSSzh_UDj9rmFtM5rbGMC7EfmiL5MWeNz0_k3YsbLOeVsynADtBj_gWkfWDnCFT7ZqGHg0nNsWfVqYS3pdT6P20oUMDnCFT7Z4DPxJv65Ugn5..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1558&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_4.23505885Xs2brC,MC-,MC,,,,23.9,image.png,20250711-299,126g,猫超,1752208931000,15.58,红酒巧克力味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC6ARfMTqT,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=632731944214&pisk=glD81uAPVEYk7ceMELOc-ggeFwx0WIjr4og5K923rIgYlDtrr3zoH63nY9VIqDZQpqgH4zmBz2HLlczlr8Or9q3IYzMoKQuLR4u8NTxyaWaKzrBlEW2SAyernbX3rUyKAV2pSFvMI0ozaJTMSrYujI2zvTaCFwVfhkyLViDLZGizLJTdm9OMB0urA1p8AkZXDkqUVkgQPt6bukf7R2a7GZZTbJaIR2ZbGurhdw67AoibulX7ATa7hKZafkZ7R2iXDkUbRAOkJrs7-9hMqbdKGsJr7VMY27UsDCWPE6HFSxiWx9BIHjUL5F4Ad9MY2DHJcRX9tPGar54slKX8pmZKk5cJWT3KAclQMvQWqVgj92ZqgeCLWXio_xPlA_ixpzFsFSppjce8A2NKgFBg28cY6YhyYZiSSzh_UDj9rmFtM5rbGMC7EfmiL5MWeNz0_k3YsbLOeVsynADtBj_gWkfWDnCFT7ZqGHg0nNsWfVqYS3pdT6P20oUMDnCFT7Z4DPxJv65Ugn5..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1558&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_4.23505885Xs2brC,MC-,MC,,,,21.9,image.png,20250711-301,126g,猫超,1752209044000,15.62,草莓香草味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC6XMz6da0,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=765886235795&pisk=g7C81g2rPoqu9OOgZ7wmx4sUND4mH-0PzEsStXAHq-svcwaPqz-lMvIh8XvCrwTB9is3z3bQ4MCpcN-oqQwPpiIC831lt8SpAgSJFb4zUptd4nhoZpA5RHdPiTcHquRdRGALjlVgsa7yUBZgjnqkS-AyJbiBODxjcUApPqfpEV_yTBZKoXwg6aSPRAF2ReTbkeYePesBVj_X0eDWAMtWhmT97BtCAMTXhU8nODGWRE_X0FkIFXGIhKTBW0gWPM_bke-XAA9LvngWxXBgrTedhmr58w1vyLK1kRlrZ-fsjs77bXhCMtK9flxxOX1vywC8lCcTKh6wqdx1cScJ9ZTdDdX8XbIdRNWBH6n7rGsfpMTV3kHpX9_lQsJoRY_A93p1NKFLSNdJRM9d3lhMyQXvB_Bz8m_5j3B6aw0TqZpOHd8Xh2HWZObGTd17wc-DQeIvITEtwGsrn1fO6tiMXeD7krHELLTVhysDicg75GYvjzFKLvJ4uEKgkrHELLT2kh48Jvke3r5..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1140&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_4.23505885Xs2brC,MC-,MC,,,,12,image.png,20250711-302,48g,猫超,1752209132000,11.4,山茶花青提味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC7n6Vc5K2,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=655577121185&pisk=gKWSzAZuw40Wjq0cqzEqhxSIxgvQ1oWQQZnCjGLEUXpRlMQFS_kP2kvBJGY2aBLUZwOC8ZAdULSPl2QAjUElYLLBJEQh8uvyzDwBuMfzqBzoAtsdxH8JLzmliNStUTPkLv9kKpUa7RyZ4gvHpxWXSX0oHh-7Lbdp2Lvx4LKrWRyNqiiy2lSYQ9SK8iKZ9vQpwEpvAEH-pHQpMxKHkYKKeH3YcHYvpvdKpIKvqhcKppQKMxKwf43JwBpvH3x6peQpyosxB3o6A7TlVu-GsA6Q0PD6uvHdh3OYgMYAgjXxQGYtmEHIdUsXN0SJlvHdh6stJ6Y8sm8HUUjJVw2iELdC9TJAerepB1bfdCp_TuARAs_HUtEKwFCPzBXDG4hJfLTW6TQxjxjX9s6XUTUnsiSXyC9VgS4yTL_5sFA8irbCcU7dFI37ue5N0TdfWrkf-B1dUKB8kRsyyA8snlhIcCDBcFrbcXchVzgVQrrWnuRJm3O4cogRtQKDcFrbcXcHwnxWuoZjy6f..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=4908150145385&smCaptainPrice=1116&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_2_7.23505885Xs2brC,MC-,MC,,,,12,image.png,20250711-304,42g,猫超,1752209233000,11.16,桂花乌龙味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC86VD68dX,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=655577797555&pisk=gQHrzogQ0LpySYHy-o2FuZ9KQM2JRJue5LDQxkmKvM4uEJwF8ViLZXO8Pkcqlr6B28OLL2zqJzN7ETgF-r0UOzY8PqzEy2z5FvGS3y0s8kMSd043-DzYRYMEv9rnx2K8R3dj20eLKFT1Ldi-2MvdBMHzqtXmDkEhtINkZgnBqFT6CpRlmJ8y52wC3a50bl23qzVuinr3bu23tumD0kqCr6Xo-mx4klqh-W4hmZqajy23xuXcnlqOrgXuqtX0kk23q22nC7ioxtr_ZHpx3YqhSIC7W04VK9DkpWawOEBUcorr7PooUdJw9uPzS042rOJzOSmLTvIdLWoo62EiraYUJxomEf0Ml_ao_kosT0vln8M-qfVnIeCnV-aznYcNx9m4UbVKKS7yuPD-mAe0GdxZmx3S2xoCxpqj5rm-EJJMX8yur-rxdEBu8jcnF7edrezK3mDoTgzVJoDxgvhP-6PuDoz60n-I4ThYlkPEE6CLiRE453Z596FuDoz60n5d9SqT0Pt7V&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=4813184128522&smCaptainPrice=1116&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_3_1.23505885Xs2brC,MC-,MC,,,,12,image.png,20250711-305,42g,猫超,1752209406000,11.16,茉莉香茶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
recuQC8mlNVa6V,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=12404517866&pisk=gqcIzsYHpMjCAoIi-HLN11u5r2VS6FlWgcQSoqEPTTFKf4nrmv5EJUV72qqaL8EyK0wS4c2-TWuEfgntokLnzWE72lno4eVUYaO7b4De-8-hPfg-rzrLaHbnImuATXJ3a_N3Z7K20IRV82Vuw1l_mTb36z4VvQzRplF3zwi78sdq-2qlRgLqBI7Syp45pTE-25ETzzPR9yep5RU4y7CLe6BOXl48w7E8eNeToyIdeuFJ55U7kuC8JJIOWra4wun8wFgtCHQbPpZnRezmnsGW3TLgb_C-1yw9Q4qt-whOgDEYAlCJDWUCio3Lf_C8cxB_sVgeAs0atjibuDROOmg-oYesNGKbqfgt9Y3GAFFj5Ak4dAtdNllUb8cLGadK5WZQHywFJ6nx54H4Cf8viWNLvYPnzZtE5XiE-fgPyOFQTAwjOSdcvukZlbaSZ3Asc43meRG5AgWRgo1MkT__n_a_0FT1ET0BAGl2beNM8JUgRR865MHupP4_0FT1ET2LSyZw5FsKE&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=63155048018&smCaptainPrice=695&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_3_9.23505885Xs2brC,MC-,MC,,,,8.5,image.png,20250711-307,48g,猫超,1752209465000,6.95,芝士蛋糕味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,,,,,
