record_id,产品品名,产地（国家）,产地（市）,产地（省）,优惠到手价,单混,口味,品名,品类一级,品类二级,委托方,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,生产商,编号,背面图片,规格,采集平台,采集时间,商品链接,外包装图片,箱规,赠品图片,备注,赠品,赠品机制
rechCyOhs8,opt2Itygg7,中国,泰州,江苏,27.61,单,原味,良品铺子炭烤金钱脯（烤肉）,休闲食品,猪肉脯,湖北良品铺子食品工业有限公司,MC-,MC,,,image.png,39.9,image.png,靖江三阳食品科技有限公司,20250709-073,,200g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=779558390491&pisk=gToEz3G7QHKEjIneZRqP_PsUJmZLrkAXt0N7EYDudWV3VeCP4YVZPpFQNVoz_xvLOULKaVlo6yNhAk1o_bG_tDNQx7WrNfIIN2M3ZglSFDGSKWNur5DoAbkJp8VoZbPSRFtjpvE8qI1ycnMKBevWzbz3EPXiB-j3ZFaH-9HWKIOXc38hIuReGbMC6w_g3-quKW43sdyu39qu-yVMQ825tajnZAva68CuZu2uSG2zKMqlxMxGj-whx9quZhqg68quZbqoaWHnEGyb-LL4dUoMci23ivVNqiWYLybSQasV0te3-S4gtg4sbJzUivm2_XlbIcialP6W1lDx5X2a0H5YLVD4x8oJnaPzzDEa_j-c2R3nTc4rfLKmdkyzou4NEgDZK5aixoxc_R3id4mKTTSupDibzSUwEgU7jmamoXWJHAq3EbUxVIILtYDxDqZ2YseESxrN4K58Ic3Z225lzy2TQS9wQLMFvVF_UzohyaUgDRPXdJ_Ryy2TQS9wQaQ8S-eaGpwC.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E7%258C%25AA%25E8%2582%2589%25E8%2584%25AF&smCaptainPrice=2761&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_2_5.1a40588557pUXV,image.png,,,,,
recjKpZaZX,optFxkV2nH,中国,泰州,江苏,36.51,单,原味,来伊份高蛋白肉脯自然片,休闲食品,猪肉脯,上海来伊份股份有限公司,MC-,MC,,,image.png,69.9,image.png,靖江三阳食品有限公司,20250709-078,image.png,520g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=793919661168&pisk=g7zZrYwjTNQZnpaNnX02LDTZXzgtVVX5IrMjiSVm1ADilGp2uSDUc1HshkzqL7ftCiIT3ky0pcMM5V90L-wIIPMsSxR4hJL_hlNinEybGPwbsAMmmvV05-PA6jD0n-kbfM_7653xoT9VPaNT9Gff0RoDSwfmNbTGOcxB6qftoT65uHOnXOg0hc9R5HxnwvcMScDGTvcS_qcijFfEKjlJmd2mo65EifDmnjmD-DctMqvMjAbn-fGWmfmiiBfEMvYioqcyx5VD8biGMgl10yxl_xkusv8DzQhZjZNpcUTWTfmiEDDyoDaE_ckuszWUQ8G3RyoSAI6I-7EQIXuP7Lhax7uigrCk0xo4W2kUUaYx9l2a-mzCMaVs7joooDRDoWPidD4iravE9kV_mPewgEcT5ziqeD5Dkmg3P0quQIC8tVc0H0UfeFHgi7U8V47wefr3a2SzuKh3JkzYbKxqjXhEF65FG58TvvGq0PxvDD0-TY1s1nKxjXhEF65eDnnnwXk51f1..&rdcAreaId=310115104&rdcTimeEffectiveTagType=none&searchWord=%25E7%258C%25AA%25E8%2582%2589%25E8%2584%25AF&skuId=5418515944517&smCaptainPrice=3651&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_2_6.1a40588557pUXV,,,,,,
recTGdUQ8q,optMcUjB0p,中国,漳州,福建,9.9,单,原味,海鳗鱼干,休闲食品,休闲食品,许昌市胖东来超市有限公司,PDL-,PDL,,,微信图片_2025-07-09_131534_362.jpg,9.9,微信图片_2025-07-09_131527_522.jpg,福建嘉荣食品有限公司,20250709-089,微信图片_2025-07-09_131531_019.jpg,40g,胖东来,1752548792000,,,,,,,
recswJFWrN,opty5B60De,中国,漳州,福建,9.9,单,原味,鮟鱇鱼干,休闲食品,休闲食品,许昌市胖东来超市有限公司,PDL-,PDL,,,微信图片_2025-07-09_131813_516.jpg,9.9,微信图片_2025-07-09_131804_395.jpg,福建嘉荣食品有限公司,20250709-091,微信图片_2025-07-09_131807_899.jpg,40g,胖东来,1752548792000,,,,,,,
recyTJMNtJ,optS9I4Mws,中国,漳州,福建,9.9,单,香辣味,鳕鱼干香辣味,休闲食品,休闲食品,许昌市胖东来超市有限公司,PDL-,PDL,,,微信图片_2025-07-09_132226_090.jpg,9.9,微信图片_2025-07-09_132217_668.jpg,福建嘉荣食品有限公司,20250709-092,微信图片_2025-07-09_132221_805.jpg,40g,胖东来,1752548792000,,,,,,,
recvJ47BgP,optBYKnK8y,中国,常州,江苏,,单,,蜂蜜冻干柠檬片,休闲食品,混合类代用茶,,DRF-,DRF,,,image.png,9.9,image.png,常州市文杰茶业有限公司,20250711-219,image.png,55g,大润发,1752548792000,,,,,,,
recYx302h5,opt2sCPbFv,中国,苏州,江苏,,混,海苔味*1+鸡蛋味*1,波力鸡蛋卷礼盒装,休闲食品,饼干曲奇,,MC-,MC,,,image.png,45.8,image.png,波力食品工业（昆山）有限公司,20250711-477,,432g,猫超,1752548792000,,,,,,,
recdg7dqNy,optIRasF3C,中国,绍兴,浙江,,单,原味,香脆碧根果仁,休闲零食,坚果炒货,上海盒马物联网有限公司,HM-0002A,HM,0002,A,ed80b60e-0d38-4cde-928f-e008de80fab7.jpg,79.9,6e90835f-9e2b-46f0-8e44-3c1590ed7013.jpg,浙江佰宜农业科技有限公司,20250709-011,494f4d7f-4691-4a2c-906b-4120090582c4.jpg,500g,盒马APP,1752548792000,666復至£86lG4ZuFP7Z£去>盒碼<查看【79.9元 盒马MAX 香脆碧根果仁 500g】,,,,,,
recMF6aEEt,optyOdHDok,中国,北京,北京,5,单,流沙咸蛋黄味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006A,DRF,0006,A,image.png,6.4,image.png,百事食品(中国)有限公司北京分厂(QY),20250709-027,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/MkAwa6ZltDccLRH,,,,,,
recDpw51WS,optyOdHDok,中国,武汉,湖北,5,单,清新芥香味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司 ,DRF-0006B,DRF,0006,B,image.png,6.4,image.png,百事食品(中国)有限公司武汉分厂（WH）,20250709-028,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/0LSTrLAnbgOmqDI,,,,,,
rec1nODxhc,optyOdHDok,中国,德阳,四川,5,单,浓郁蒜香味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司 ,DRF-0006C,DRF,0006,C,image.png,6.4,image.png,百事食品（四川）有限公司 （DY）,20250709-029,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/kJThf163imogneI,,,,,,
recuQpS4seM1sE,optyOdHDok,中国,北京,北京,10.56,单,流沙咸蛋黄味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006D,DRF,0006,D,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-030,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/P0tvVlW2lG77WYE,,,,,,
recpTluCMC,optyOdHDok,中国,,,8.56,单,原味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006E,DRF,0006,E,,9.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-031,image.png,115g/袋,大润发,1752548792000,#小程序://大润发优鲜/29dvInlFTcetguj,,23g*5包,,,,
recuQq3xpZ0LH3,optyOdHDok,中国,,,8.56,单,黄瓜味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006F,DRF,0006,F,,9.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-032,image.png,115g/袋,大润发,1752548792000,#小程序://大润发优鲜/vQm2FUNaFOlE8tx,,23g*5包,,,,
recuQqVUzB31br,optyOdHDok,中国,,,,单,美国经典原味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006G,DRF,0006,G,image.png,10.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-033,image.png,175g/袋,大润发,1752548792000,#小程序://大润发优鲜/F2CF6AXBrdLWgOs,,,,,,
recuQrg3G9AUU7,optyOdHDok,中国,,,,单,意大利香浓红烩味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006H,DRF,0006,H,image.png,10.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-034,image.png,175g/袋,大润发,1752548792000,#小程序://大润发优鲜/46bSFfG0IoizLlg,,,,,,
recuQrhcxGUCuf,optyOdHDok,中国,,,,单,黄瓜味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006I,DRF,0006,I,image.png,10.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-035,image.png,175g/袋,大润发,1752548792000,#小程序://大润发优鲜/AADkqI0gLfXXSTi,,,,,,
recuQrknXzaZ0M,optyOdHDok,中国,,,,单,墨西哥鸡汁番茄味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006J,DRF,0006,J,image.png,10.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-036,image.png,175g/袋,大润发,1752548792000,#小程序://大润发优鲜/ZrrzbopvwnzwKoo,,,,,,
recuQrkojWG1UA,optyOdHDok,中国,,,,单,得克萨斯烧烤味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006K,DRF,0006,K,image.png,10.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-037,image.png,175g/袋,大润发,1752548792000,#小程序://大润发优鲜/XP5FxCol3uHAZJJ,,,,,,
recuQrkonjlTye,optyOdHDok,中国,,,,单,青柠味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006L,DRF,0006,L,image.png,3.7,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-038,image.png,40g/袋,大润发,1752548792000,#小程序://大润发优鲜/pn3TOIwiosnlkjo,,,,,,
recuQrkotzdK7h,optyOdHDok,中国,,,,单,得克萨斯烧烤味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006M,DRF,0006,M,image.png,3.7,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-039,image.png,40g/袋,大润发,1752548792000,#小程序://大润发优鲜/BWVEvJcESrmCvEE,,,,,,
recuQrkowPlBUf,optyOdHDok,中国,,,,单,韩式泡菜味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006N,DRF,0006,N,image.png,6.4,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-040,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/hhZQ4MWBoB4Vs0z,,,,,,
recuQrkqvFVKjZ,optyOdHDok,中国,,,5.5,单,美国经典原味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006O,DRF,0006,O,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-041,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/t3RZnguSmldBgkH,,,,,,
recuQrkqC74VPf,optyOdHDok,中国,,,5.5,单,意大利香浓红烩味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006P,DRF,0006,P,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-042,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/VZnBDxGd4cq5jJx,,,,,,
recuQrkqH1UcKG,optyOdHDok,中国,,,5.5,单,黄瓜味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006Q,DRF,0006,Q,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-043,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/HUDalHcMhJYBYGG,,,,,,
recuQrkqJmYjUw,optyOdHDok,中国,,,5.5,单,墨西哥鸡汁番茄味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006R,DRF,0006,R,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-044,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/gMofQaW12Dzgskl,,,,,,
recuQrkqOFUZ2Q,optyOdHDok,中国,,,5.5,单,得克萨斯烧烤味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006S,DRF,0006,S,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-045,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/qzZxtiEjMcQw5jB,,,,,,
recuQrkqQXuEe1,optyOdHDok,中国,,,5.5,单,青柠味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006T,DRF,0006,T,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-046,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/gwm0RA7ikHWvnpc,,,,,,
recuQrkqUnqMFd,optyOdHDok,中国,,,6.3,单,香辣小龙虾味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006U,DRF,0006,U,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-047,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/JupFxj6Des7J5Om,,,,,,
recuQrkqWxP9AE,optyOdHDok,中国,,,6.3,单,芥末章鱼味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006V,DRF,0006,V,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-048,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/fQsOoa7ANG4E7nu,,,,,,
recuQrkr1TA24O,optyOdHDok,中国,,,6.3,单,花椒小酥肉味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0006W,DRF,0006,W,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-049,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/Az7uOQtwefQTIbb,,,,,,
recYiyVgYi,optyOdHDok,中国,,,6.5,单,沁柠味,乐事马铃薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.5,image.png,,20250711-050,image.png,65g/包,大润发,1752548792000,#小程序://大润发优鲜/3T9STkmvPczpzEj,,,,,,
recuQBHOngQel2,optyOdHDok,中国,,,6.5,单,海盐味,乐事马铃薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.5,image.png,,20250711-051,image.png,65g/包,大润发,1752548792000,#小程序://大润发优鲜/3T9STkmvPczpzEj,,,,,,
recuQC5h4BjbPD,optyOdHDok,中国,,,7.4,单,美国经典原味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,8.4,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-286,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/i4f8EkmhXO4jfGC,,,,,,
recuQC5h4BnGMK,optyOdHDok,中国,,,8.56,单,意大利香浓红烩味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,9.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-287,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/O1TzMOXLhC5cLJz,,,,,,
recuQC5h4BdDl5,optyOdHDok,中国,,,8.56,混,美国经典原味+黄瓜味+墨西哥鸡汁番茄味+青柠味+意大利香浓红烩味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,9.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-288,image.png,23g/包,大润发,1752548792000,#小程序://大润发优鲜/3EFR6H5QDD1ud2d,image.png,115g/袋（5小包）,,,,
recuQC5h4B1y85,optyOdHDok,中国,台湾,台湾,,单,酸奶油洋葱味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,9.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-289,,50g/袋,大润发,1752548792000,#小程序://大润发优鲜/kQUQa8SlxFk0xex,,,,,,
recuQC5h4B6sRc,optyOdHDok,中国,,,,单,青柠味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,10.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-290,image.png,175g/袋,大润发,1752548792000,#小程序://大润发优鲜/4wszENHgJambHhu,,,,,,
recuQC5h4B5XpR,optyOdHDok,中国,,,10.56,单,黄瓜味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-291,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/tedvPACAqcGOv7m,,,,,,
recuQC5h4BKDzP,optyOdHDok,中国,,,10.56,单,清新芥香味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-292,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/wMVSHdQLNftppak,,,,,,
recuQC5h4BDlqM,optyOdHDok,中国,,,10.56,单,墨西哥鸡汁番茄味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-293,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/k7xsRcYNyKTXa4h,,,,,,
recuQC5h4B3KYH,optyOdHDok,中国,,,10.56,单,青柠味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-294,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/T0ohiUVL2gotIyp,,,,,,
recuQC9O6VvIeR,optyOdHDok,中国,,,10.56,单,得克萨斯烧烤味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-318,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/8A43iXiPMKoZKxd,,,,,,
recuQC9OHPYZxA,optyOdHDok,中国,,,10.56,单,香辣小龙虾味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-319,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/ZOnJFshVuvLSXOI,,,,,,
recuQC9P8FWVK0,optyOdHDok,中国,,,10.56,单,韩式泡菜味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-320,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/tZ5TdcgIGizXNob,,,,,,
recuQC9PvSsoHr,optyOdHDok,中国,,,13.9,混,美国经典原味马铃薯片+意大利香浓红烩味马铃薯片+墨西哥鸡汁番茄味马铃薯片+香脆烤鸡翅味大波浪薯片+铁板鱿鱼味大波浪薯片,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,17.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-321,image.png,40g/包,大润发,1752548792000,#小程序://大润发优鲜/BYISpk362eTnlQd,,200g/袋,,,,
recuQC9PSBnB8q,optyOdHDok,中国,,,13.9,混,美国经典原味马铃薯片+黄瓜味马铃薯片+青柠味马铃薯片+香脆烤鸡翅味大波浪薯片+铁板鱿鱼味大波浪薯片,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,17.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-322,image.png,40g/包,大润发,1752548792000,#小程序://大润发优鲜/eTnzEjJYcLm6w7y,,200g/袋,,,,
recuQC9QAB4nj8,optyOdHDok,中国,台湾,台湾,,单,黑松露味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,19.8,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-323,,100g/袋,大润发,1752548792000,#小程序://大润发优鲜/CeLwdQJ6fwADjQA,,,,,,
recuQC9R01dtWT,optyOdHDok,中国,,,,单,酸奶油洋葱味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,36.8,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-324,,184.2g/袋,大润发,1752548792000,#小程序://大润发优鲜/fbOlNx4uNjtMZ1k,,,,,,
recuQC9RoV3PyK,optyOdHDok,中国,,,6.3,单,甜辣炸鸡味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,7.3,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-325,image.png,75g/袋,大润发,1752548792000,#小程序://大润发优鲜/3gcDA73PWtlPwiC,,,,,,
recuQCbd2MdtHC,optyOdHDok,中国,,,10.56,单,浓郁蒜香味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-328,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/ehLLI70ECKma1Rp,,,,,,
recuQCbvAalxmm,optyOdHDok,中国,,,10.56,单,花椒小酥肉味,乐事马铃薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-,DRF,,,image.png,11.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250711-329,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/dZa2umMzdKMgGkj,,,,,,
rec7xCs3kF,optKe3IK8G,中国,萍乡,江西,,单,芥末味,芥末味绿蚕豆,休闲零食,坚果炒货,,HM-0003A,HM,0003,A,6df4bacf-6061-4df7-aa4a-bca91d7af999.jpg,32.5,2166096b-b477-4547-826a-408443b97285.jpg,甘源食品股份有限公司,20250709-072,b7f99426-3a4d-4670-a9e1-76db3fad1e0d.jpg,400g,盒马APP,1752548792000,666復至₤dZsX4ZFZldt₴去>盒碼<查看【32.5元 盒马MAX 芥末味绿蚕豆 400g】,,,,,,
recxeBLvjI,optE6arGNO,中国,哈尔滨,黑龙江,,单,霸道榴莲味,上好佳田园薯片,休闲零食,膨化食品,上好佳（中国）有限公司,DRF-,DRF,,,image.png,6.6,image.png,上好佳食品工业有限公司,20250709-074,image.png,80g/袋,大润发,1752548792000,#小程序://大润发优鲜/qOj10ZyiNt0FsQD,,,,,,
recuQq3oGcTsbJ,optE6arGNO,中国,哈尔滨,黑龙江,,单,菠萝味,上好佳田园薯片,休闲零食,膨化食品,上好佳（中国）有限公司,DRF-,DRF,,,image.png,6.6,image.png,上好佳食品工业有限公司,20250709-075,image.png,80g/袋,大润发,1752548792000,#小程序://大润发优鲜/hRqZl9VkHvzFzKF,,,,,,
recuQq3oYPPov8,optE6arGNO,中国,哈尔滨,黑龙江,,单,粉红西柚味,上好佳田园薯片,休闲零食,膨化食品,上好佳（中国）有限公司,DRF-,DRF,,,image.png,6.6,image.png,上好佳食品工业有限公司,20250709-076,image.png,80g/袋,大润发,1752548792000,#小程序://大润发优鲜/RZD10vVSWP64uig,,,,,,
recWy3UYSk,optwe2W9iR,中国,合肥,安徽,,单,原味,洽洽小黄袋每日坚果（全坚果款）,休闲零食,坚果炒货,,HM-0004A,HM,0004,A,ff9cc065-7399-4818-baa8-907a6e1d813f.jpg,83.9,f6a10134-5859-45b1-a902-ec59e378cc7e.jpg,洽洽食品股份有限公司,20250709-077,,20g/袋,盒马APP,1752548792000,666復至🗝0FVL4ZFOrf7✔去>盒碼<查看【83.9元 洽洽 小黄袋低GI每日坚果纯坚果 400g】,8989c255-1819-4479-bf9d-57c9fd7bddd7.jpg,20*20g/箱,,,,
recj7mo3kR,optxJNIIFD,中国,漳州,福建,,单,原味,爆汁牛筋肉肠,休闲零食,肉类小食,上海盒马物联网有限公司,HM-0005A,HM,0005,A,067ff282-8ed1-4273-a6b7-173dfe310e80.jpg,54,b25763be-8662-4440-96d4-df6445458b49.jpg,龙海市新信达食品有限公司,20250709-079,773240e2-3383-44b4-a7a4-6947bf8e3aa1.jpg,560g,盒马APP,1752548792000,666復至₴EHfT4ZFBg7t🗝去>盒碼<查看【54元 盒马MAX 原味牛筋肉肠 560g】,,,,,,
